"Name","Sex","Count","Rank","Percent","Year"
"Mattie","F",704,29,0.773677385322109,1880
"Edith","F",768,28,0.844011693078665,1880
"Hattie","F",769,27,0.845110666637361,1880
"Julia","F",783,26,0.860496296459107,1880
"Gertrude","F",787,25,0.864892190693892,1880
"Jennie","F",793,24,0.871486032046069,1880
"Bessie","F",796,23,0.874782952722158,1880
"Mabel","F",808,22,0.887970635426512,1880
"Maude","F",859,21,0.944018286920017,1880
"Carrie","F",949,20,1.04292590720267,1880
"Grace","F",982,19,1.07919203463965,1880
"Nellie","F",995,18,1.0934786909027,1880
"Laura","F",1012,17,1.11216124140053,1880
"Martha","F",1040,16,1.14293250104402,1880
"Cora","F",1045,15,1.14842736883751,1880
"Florence","F",1063,14,1.16820889289404,1880
"Ella","F",1156,13,1.27041343385278,1880
"Clara","F",1226,12,1.34734158296151,1880
"Annie","F",1258,11,1.38250873683979,1880
"Sarah","F",1288,10,1.41547794360068,1880
"Bertha","F",1320,9,1.45064509747895,1880
"Alice","F",1414,8,1.5539486119964,1880
"Ida","F",1472,7,1.61768907840077,1880
"Margaret","F",1578,6,1.73418027562257,1880
"Minnie","F",1746,5,1.91880783348353,1880
"Elizabeth","F",1939,4,2.13090973031189,1880
"Emma","F",2003,3,2.20124403806844,1880
"Anna","F",2604,2,2.86172714684485,1880
"Mary","F",7065,1,7.7642481921885,1880
"Oscar","M",544,29,0.492352249072314,1880
"Jesse","M",569,28,0.514978731106888,1880
"Will","M",588,27,0.532174857453163,1880
"Ernest","M",615,26,0.556611458050502,1880
"Daniel","M",643,25,0.581953117929224,1880
"Andrew","M",644,24,0.582858177210607,1880
"Richard","M",728,23,0.658883156846773,1880
"Charlie","M",730,21,0.660693275409539,1880
"Clarence","M",730,22,0.660693275409539,1880
"Joe","M",731,20,0.661598334690922,1880
"Louis","M",828,19,0.749389084985067,1880
"David","M",869,18,0.786496515521767,1880
"Samuel","M",1024,17,0.926780704136121,1880
"Albert","M",1493,16,1.35125350710472,1880
"Fred","M",1569,15,1.42003801248982,1880
"Arthur","M",1599,14,1.44718979093131,1880
"Walter","M",1755,13,1.58837903882704,1880
"Harry","M",2152,12,1.94768757353607,1880
"Edward","M",2364,11,2.13956014118925,1880
"Robert","M",2415,10,2.18571816453978,1880
"Henry","M",2444,9,2.21196488369988,1880
"Thomas","M",2534,8,2.29342021902435,1880
"Joseph","M",2632,7,2.38211602859987,1880
"Frank","M",3242,6,2.93420219024346,1880
"George","M",5126,5,4.6393338763689,1880
"Charles","M",5348,4,4.84025703683591,1880
"James","M",5927,3,5.36428636075663,1880
"William","M",9532,2,8.62702507014209,1880
"John","M",9655,1,8.7383473617522,1880
"Mattie","F",754,29,0.819984122323361,1881
"Hattie","F",775,28,0.842821876393375,1881
"Edith","F",778,27,0.846084412689091,1881
"Jennie","F",784,26,0.852609485280524,1881
"Ethel","F",788,25,0.856959533674812,1881
"Gertrude","F",791,24,0.860222069970528,1881
"Mabel","F",893,23,0.971148304024882,1881
"Bessie","F",903,22,0.982023425010603,1881
"Maude","F",923,21,1.00377366698205,1881
"Carrie","F",958,20,1.04183659043207,1881
"Laura","F",962,19,1.04618663882636,1881
"Cora","F",969,18,1.05379922351636,1881
"Martha","F",1044,17,1.13536263090927,1881
"Florence","F",1046,16,1.13753765510641,1881
"Grace","F",1089,15,1.18430067534501,1881
"Nellie","F",1096,14,1.19191326003502,1881
"Ella","F",1148,13,1.24846388916077,1881
"Sarah","F",1226,12,1.33328983284939,1881
"Clara","F",1242,11,1.35069002642654,1881
"Alice","F",1308,10,1.4224658249323,1881
"Bertha","F",1324,9,1.43986601850946,1881
"Annie","F",1326,8,1.4420410427066,1881
"Ida","F",1439,7,1.56492990984525,1881
"Minnie","F",1653,6,1.79765749893968,1881
"Margaret","F",1658,5,1.80309505943254,1881
"Elizabeth","F",1852,4,2.01407240655552,1881
"Emma","F",2034,3,2.21199960849564,1881
"Anna","F",2698,2,2.93410764194752,1881
"Mary","F",6919,1,7.52449621002034,1881
"Daniel","M",527,29,0.523154812130838,1881
"Oscar","M",530,28,0.526132923015834,1881
"Jesse","M",536,27,0.532089144785824,1881
"Will","M",550,26,0.545986995582469,1881
"Ernest","M",571,25,0.566833771777436,1881
"Andrew","M",588,24,0.583709733459076,1881
"Joe","M",639,23,0.634337618503996,1881
"Richard","M",641,22,0.636323025760659,1881
"Charlie","M",668,20,0.663126023725617,1881
"Clarence","M",668,21,0.663126023725617,1881
"Louis","M",746,19,0.740556906735494,1881
"David","M",750,18,0.744527721248821,1881
"Samuel","M",919,17,0.912294634436889,1881
"Albert","M",1319,16,1.30937608576959,1881
"Fred","M",1418,15,1.40765374497444,1881
"Arthur","M",1575,14,1.56350821462252,1881
"Walter","M",1670,13,1.65781505931404,1881
"Harry","M",2002,12,1.98739266392019,1881
"Robert","M",2140,11,2.12438576462997,1881
"Edward","M",2177,10,2.16111579887825,1881
"Thomas","M",2282,9,2.26534967985308,1881
"Henry","M",2339,8,2.32193378666799,1881
"Joseph","M",2456,7,2.43808011118281,1881
"Frank","M",2834,6,2.81332208269221,1881
"Charles","M",4636,5,4.60217402094605,1881
"George","M",4664,4,4.62996972253934,1881
"James","M",5441,3,5.40130044175311,1881
"William","M",8524,2,8.46180572789993,1881
"John","M",8768,1,8.70402541321288,1881
"Edith","F",876,29,0.812261815349523,1882
"Rose","F",886,28,0.821534210501915,1882
"Jennie","F",934,27,0.866041707233395,1882
"Gertrude","F",939,26,0.870677904809591,1882
"Mattie","F",966,25,0.895713371721049,1882
"Ethel","F",989,24,0.917039880571551,1882
"Mabel","F",997,23,0.924457796693464,1882
"Carrie","F",1037,22,0.961547377303031,1882
"Cora","F",1076,21,0.997709718397359,1882
"Maude","F",1089,20,1.00976383209547,1882
"Nellie","F",1138,19,1.05519856834219,1882
"Bessie","F",1144,18,1.06076200543362,1882
"Laura","F",1151,17,1.0672526820403,1882
"Grace","F",1195,16,1.10805122071082,1882
"Ella","F",1206,15,1.11825085537845,1882
"Martha","F",1229,14,1.13957736422895,1882
"Florence","F",1322,13,1.2258106391462,1882
"Sarah","F",1410,12,1.30740771648725,1882
"Clara","F",1490,11,1.38158687770638,1882
"Annie","F",1492,10,1.38344135673686,1882
"Bertha","F",1508,9,1.39827718898069,1882
"Alice","F",1542,8,1.42980333249882,1882
"Ida","F",1673,7,1.55127170899515,1882
"Margaret","F",1821,6,1.68850315725055,1882
"Minnie","F",2004,5,1.85818798853932,1882
"Elizabeth","F",2186,4,2.02694558031285,1882
"Emma","F",2303,3,2.13543260359583,1882
"Anna","F",3143,2,2.91431379639675,1882
"Mary","F",8148,1,7.55514757016885,1882
"Daniel","M",594,29,0.522491775592421,1882
"Oscar","M",625,28,0.549759864891016,1882
"Ernest","M",642,27,0.564713333216051,1882
"Jesse","M",660,26,0.580546417324913,1882
"Will","M",666,25,0.585824112027866,1882
"Andrew","M",673,24,0.591981422514646,1882
"Joe","M",739,23,0.650036064247137,1882
"Richard","M",746,22,0.656193374733916,1882
"Charlie","M",753,21,0.662350685220696,1882
"Clarence","M",837,20,0.736238411062048,1882
"David","M",838,19,0.737118026845874,1882
"Louis","M",852,18,0.749432647819432,1882
"Samuel","M",1003,17,0.882254631177102,1882
"Albert","M",1499,16,1.31854405995461,1882
"Fred","M",1641,15,1.44344950125785,1882
"Arthur","M",1686,14,1.48303221153,1882
"Walter","M",1805,13,1.58770648980525,1882
"Harry","M",2232,12,1.96330242949879,1882
"Edward","M",2477,11,2.17880829653607,1882
"Robert","M",2500,10,2.19903945956406,1882
"Henry","M",2579,9,2.26852910648629,1882
"Thomas","M",2610,8,2.29579719578488,1882
"Joseph","M",2670,7,2.34857414281442,1882
"Frank","M",3176,6,2.79365972943018,1882
"Charles","M",5091,5,4.47812395545626,1882
"George","M",5193,4,4.56784476540647,1882
"James","M",5892,3,5.18269619830058,1882
"William","M",9298,2,8.17866755801066,1882
"John","M",9557,1,8.4064880460215,1882
"Pearl","F",886,29,0.788810640930903,1883
"Hattie","F",895,28,0.796823390105145,1883
"Jennie","F",904,27,0.804836139279387,1883
"Lillian","F",907,26,0.807507055670801,1883
"Gertrude","F",923,25,0.821751943091675,1883
"Cora","F",1081,24,0.962420206372806,1883
"Mabel","F",1086,23,0.96687173369183,1883
"Maude","F",1096,22,0.975774788329876,1883
"Carrie","F",1108,21,0.986458453895532,1883
"Ethel","F",1132,20,1.00782578502684,1883
"Laura","F",1183,19,1.05323136368088,1883
"Bessie","F",1241,18,1.10486908058155,1883
"Nellie","F",1246,17,1.10932060790057,1883
"Ella","F",1251,16,1.11377213521959,1883
"Martha","F",1255,15,1.11733335707481,1883
"Florence","F",1298,14,1.15561649201841,1883
"Grace","F",1307,13,1.16362924119265,1883
"Sarah","F",1359,12,1.20992512531049,1883
"Alice","F",1488,11,1.32477453014129,1883
"Clara","F",1548,10,1.37819285796957,1883
"Annie","F",1589,9,1.41469538198556,1883
"Ida","F",1634,8,1.45475912785677,1883
"Bertha","F",1682,7,1.49749379011939,1883
"Margaret","F",1881,6,1.67466457741651,1883
"Minnie","F",2035,5,1.81177161884242,1883
"Elizabeth","F",2255,4,2.00763882087944,1883
"Emma","F",2367,3,2.10735303282556,1883
"Anna","F",3306,2,2.94334986333811,1883
"Mary","F",8012,1,7.13312737600271,1883
"Will","M",576,29,0.550537634408602,1883
"Jesse","M",584,28,0.558183990442055,1883
"Joe","M",607,26,0.580167264038232,1883
"Oscar","M",607,27,0.580167264038232,1883
"Daniel","M",615,25,0.587813620071685,1883
"Andrew","M",623,24,0.595459976105137,1883
"Ernest","M",641,23,0.612664277180406,1883
"Charlie","M",643,22,0.614575866188769,1883
"Richard","M",649,21,0.620310633213859,1883
"David","M",734,20,0.701553166069295,1883
"Louis","M",796,19,0.760812425328554,1883
"Clarence","M",837,18,0.8,1883
"Samuel","M",937,17,0.89557945041816,1883
"Albert","M",1496,16,1.42986857825568,1883
"Fred","M",1502,15,1.43560334528076,1883
"Arthur","M",1591,14,1.52066905615293,1883
"Walter","M",1705,13,1.62962962962963,1883
"Harry","M",2110,12,2.01672640382318,1883
"Edward","M",2250,11,2.1505376344086,1883
"Thomas","M",2316,10,2.21362007168459,1883
"Robert","M",2334,9,2.23082437275986,1883
"Henry","M",2383,8,2.27765830346476,1883
"Joseph","M",2515,7,2.40382317801673,1883
"Frank","M",2986,6,2.85400238948626,1883
"George","M",4736,5,4.52664277180406,1883
"Charles","M",4826,4,4.61266427718041,1883
"James","M",5223,3,4.9921146953405,1883
"William","M",8387,2,8.01624850657109,1883
"John","M",8894,1,8.50083632019116,1883
"Gertrude","F",1063,28,0.823909656717228,1884
"Jennie","F",1063,29,0.823909656717228,1884
"Edith","F",1104,27,0.855687921933979,1884
"Lillian","F",1109,26,0.859563320131143,1884
"Pearl","F",1138,25,0.882040629674699,1884
"Maude","F",1225,24,0.949472558305366,1884
"Cora","F",1244,23,0.964199071454592,1884
"Carrie","F",1245,22,0.964974151094025,1884
"Laura","F",1246,21,0.965749230733458,1884
"Mabel","F",1270,20,0.984351142079849,1884
"Ella","F",1374,19,1.06495942458088,1884
"Ethel","F",1386,18,1.07426038025407,1884
"Nellie","F",1417,17,1.09828784907649,1884
"Martha","F",1443,16,1.11843991970175,1884
"Bessie","F",1451,15,1.12464055681721,1884
"Sarah","F",1518,14,1.17657089265922,1884
"Grace","F",1525,13,1.18199645013525,1884
"Florence","F",1570,12,1.21687503390973,1884
"Alice","F",1732,11,1.34243793549787,1884
"Annie","F",1739,10,1.3478634929739,1884
"Bertha","F",1789,9,1.38661747494555,1884
"Clara","F",1852,8,1.43544749222983,1884
"Ida","F",1882,7,1.45869988141282,1884
"Margaret","F",2142,6,1.66022058766538,1884
"Minnie","F",2243,5,1.73850363124811,1884
"Elizabeth","F",2549,4,1.97567800091459,1884
"Emma","F",2587,3,2.00513102721305,1884
"Anna","F",3860,2,2.99180740821119,1884
"Mary","F",9217,1,7.14390903665352,1884
"Andrew","M",616,29,0.538263924083815,1884
"Will","M",650,28,0.567973296517013,1884
"Jesse","M",670,27,0.585449397948306,1884
"Roy","M",680,26,0.594187448663952,1884
"Ernest","M",690,25,0.602925499379598,1884
"Charlie","M",746,24,0.651858583387218,1884
"Richard","M",749,23,0.654479998601912,1884
"Joe","M",759,22,0.663218049317558,1884
"David","M",761,21,0.664965659460688,1884
"Grover","M",802,20,0.700791667394838,1884
"Louis","M",886,19,0.774191293406267,1884
"Clarence","M",889,18,0.776812708620961,1884
"Samuel","M",945,17,0.82574579262858,1884
"Albert","M",1435,16,1.25391027769525,1884
"Fred","M",1638,15,1.43129270722287,1884
"Arthur","M",1690,14,1.47673057094423,1884
"Walter","M",1902,13,1.66197724611594,1884
"Harry","M",2323,12,2.02984918124465,1884
"Edward","M",2439,11,2.13121056954615,1884
"Robert","M",2468,10,2.15655091662152,1884
"Henry","M",2474,9,2.16179374705091,1884
"Thomas","M",2572,8,2.24742664406424,1884
"Joseph","M",2707,7,2.36539032872547,1884
"Frank","M",3218,6,2.811904720295,1884
"Charles","M",4802,5,4.19601195365338,1884
"George","M",4961,4,4.33494696003216,1884
"James","M",5693,3,4.97457227241747,1884
"William","M",8897,2,7.77424372171056,1884
"John","M",9388,1,8.2032820118488,1884
"Gertrude","F",1086,29,0.816203825485701,1885
"Helen","F",1134,28,0.852279132689489,1885
"Lillian","F",1143,27,0.859043252790199,1885
"Pearl","F",1146,26,0.861297959490436,1885
"Rose","F",1164,25,0.874826199691857,1885
"Maude","F",1222,24,0.918417195896434,1885
"Cora","F",1253,23,0.94171583179888,1885
"Carrie","F",1283,22,0.964262898801248,1885
"Laura","F",1325,21,0.995828792604562,1885
"Mabel","F",1349,20,1.01386644620646,1885
"Ella","F",1395,19,1.04843861561009,1885
"Sarah","F",1424,18,1.07023411371237,1885
"Martha","F",1425,17,1.07098568261245,1885
"Nellie","F",1432,16,1.07624666491301,1885
"Ethel","F",1495,15,1.12359550561798,1885
"Grace","F",1575,14,1.18372101762429,1885
"Bessie","F",1588,13,1.19349141332532,1885
"Florence","F",1667,12,1.25286535643155,1885
"Alice","F",1681,11,1.26338732103266,1885
"Annie","F",1703,10,1.27992183683439,1885
"Ida","F",1854,9,1.39340874074631,1885
"Bertha","F",1860,8,1.39791815414678,1885
"Clara","F",1910,7,1.43549659915073,1885
"Minnie","F",2178,6,1.63691706437188,1885
"Margaret","F",2204,5,1.65645785577393,1885
"Elizabeth","F",2582,4,1.94055090000376,1885
"Emma","F",2728,3,2.05027995941528,1885
"Anna","F",3994,2,3.00176618691519,1885
"Mary","F",9128,1,6.86032091992033,1885
"Willie","M",614,29,0.569578567519179,1885
"Oscar","M",623,28,0.577927439030047,1885
"Will","M",625,27,0.579782743810239,1885
"Richard","M",672,26,0.623382406144769,1885
"Joe","M",681,25,0.631731277655637,1885
"Roy","M",691,24,0.641007801556601,1885
"Charlie","M",705,23,0.65399493501795,1885
"David","M",712,22,0.660488501748625,1885
"Ernest","M",718,21,0.666054416089203,1885
"Grover","M",768,20,0.712437035594022,1885
"Louis","M",809,19,0.750470783587974,1885
"Samuel","M",888,18,0.823755322405588,1885
"Clarence","M",906,17,0.840453065427323,1885
"Albert","M",1429,16,1.32561526544773,1885
"Arthur","M",1516,15,1.40632102338612,1885
"Fred","M",1562,14,1.44899303333055,1885
"Walter","M",1808,13,1.67719552129426,1885
"Harry","M",2198,12,2.03897995343185,1885
"Edward","M",2220,11,2.05938830601397,1885
"Thomas","M",2266,10,2.1020603159584,1885
"Robert","M",2322,9,2.1540088498038,1885
"Henry","M",2406,8,2.2319316505719,1885
"Joseph","M",2540,7,2.35623707084481,1885
"Frank","M",3067,6,2.84510988042561,1885
"Charles","M",4599,5,4.26627334205327,1885
"George","M",4674,4,4.33584727131049,1885
"James","M",5175,3,4.80060111874878,1885
"William","M",8044,2,7.46203582593531,1885
"John","M",8756,1,8.12252432768393,1885
"Pearl","F",1204,29,0.833027751447766,1886
"Cora","F",1231,28,0.851708606339037,1886
"Gertrude","F",1249,27,0.864162509599884,1886
"Rose","F",1261,26,0.872465111773782,1886
"Helen","F",1267,25,0.876616412860731,1886
"Lillian","F",1282,24,0.886994665578103,1886
"Edna","F",1314,23,0.909134938041831,1886
"Laura","F",1372,22,0.949264181882338,1886
"Carrie","F",1396,21,0.965869386230134,1886
"Mabel","F",1422,20,0.983858357606913,1886
"Ella","F",1464,19,1.01291746521556,1886
"Martha","F",1491,18,1.03159832010683,1886
"Nellie","F",1492,17,1.03229020362132,1886
"Sarah","F",1569,16,1.08556523423716,1886
"Ethel","F",1699,15,1.17551009112106,1886
"Grace","F",1723,14,1.19211529546885,1886
"Annie","F",1765,13,1.2211744030775,1886
"Bessie","F",1791,12,1.23916337445428,1886
"Alice","F",1811,11,1.25300104474411,1886
"Florence","F",1860,10,1.28690333695419,1886
"Clara","F",1916,9,1.32564881376571,1886
"Bertha","F",2001,8,1.38445891249749,1886
"Ida","F",2049,7,1.41766932119308,1886
"Margaret","F",2275,6,1.57403499546816,1886
"Minnie","F",2372,5,1.64114769637384,1886
"Elizabeth","F",2680,4,1.85424781883722,1886
"Emma","F",2764,3,1.91236603405451,1886
"Anna","F",4283,2,2.9633370925671,1886
"Mary","F",9889,1,6.84203607480645,1886
"Andrew","M",614,29,0.554236660859518,1886
"Willie","M",641,28,0.578608631288194,1886
"Will","M",642,27,0.579511296859626,1886
"Oscar","M",645,26,0.582219293573924,1886
"Ernest","M",668,25,0.60298060171687,1886
"David","M",674,24,0.608396595145465,1886
"Richard","M",720,23,0.649919211431357,1886
"Charlie","M",723,22,0.652627208145654,1886
"Joe","M",759,21,0.685123168717222,1886
"Roy","M",767,20,0.692344493288681,1886
"Louis","M",846,19,0.763655073431844,1886
"Samuel","M",870,18,0.785319047146223,1886
"Clarence","M",995,17,0.898152243575278,1886
"Albert","M",1488,16,1.34316637029147,1886
"Fred","M",1599,15,1.44336224872047,1886
"Arthur","M",1656,14,1.49481418629212,1886
"Walter","M",1880,13,1.69701127429299,1886
"Harry","M",2257,12,2.03731619472302,1886
"Edward","M",2312,11,2.0869628011518,1886
"Thomas","M",2337,10,2.10952944043761,1886
"Henry","M",2404,9,2.17000803372359,1886
"Robert","M",2443,8,2.20521199100945,1886
"Joseph","M",2594,7,2.34151449229575,1886
"Frank","M",3127,6,2.82263524186924,1886
"Charles","M",4533,5,4.09178303530325,1886
"George","M",4671,4,4.21635088416093,1886
"James","M",5355,3,4.83377413502072,1886
"William","M",8252,2,7.44879629546049,1886
"John","M",9026,1,8.1474594477492,1886
"Edith","F",1243,29,0.851480672142265,1887
"Gertrude","F",1251,28,0.856960837369247,1887
"Cora","F",1257,27,0.861070961289483,1887
"Lillian","F",1308,26,0.896007014611491,1887
"Pearl","F",1316,25,0.901487179838472,1887
"Edna","F",1339,24,0.917242654866044,1887
"Carrie","F",1344,23,0.920667758132908,1887
"Laura","F",1364,22,0.934368171200362,1887
"Helen","F",1405,21,0.962454017988642,1887
"Sarah","F",1436,20,0.983689658243196,1887
"Nellie","F",1457,19,0.998075091964023,1887
"Mabel","F",1494,18,1.02342085613881,1887
"Martha","F",1504,17,1.03027106267254,1887
"Ella","F",1521,16,1.04191641377988,1887
"Grace","F",1692,15,1.15905494550661,1887
"Alice","F",1819,14,1.24605256848494,1887
"Bessie","F",1838,13,1.25906796089902,1887
"Annie","F",1844,12,1.26317808481926,1887
"Ethel","F",1907,11,1.30633438598174,1887
"Ida","F",1929,10,1.32140484035594,1887
"Florence","F",1964,9,1.34538056322398,1887
"Clara","F",1984,8,1.35908097629144,1887
"Bertha","F",2037,7,1.39538707092019,1887
"Minnie","F",2215,6,1.51732074722053,1887
"Margaret","F",2419,5,1.65706496050856,1887
"Emma","F",2647,4,1.81324966947753,1887
"Elizabeth","F",2681,3,1.83654037169221,1887
"Anna","F",4227,2,2.8955823018064,1887
"Mary","F",9888,1,6.77348422054925,1887
"Oscar","M",574,29,0.566013548826064,1887
"Carl","M",588,28,0.579818757334017,1887
"Willie","M",590,27,0.58179092997801,1887
"Jesse","M",601,26,0.592637879519973,1887
"Richard","M",622,25,0.613345692281902,1887
"Charlie","M",642,24,0.633067418721835,1887
"Ernest","M",653,23,0.643914368263798,1887
"David","M",673,22,0.66363609470373,1887
"Joe","M",685,21,0.67546913056769,1887
"Roy","M",726,20,0.715898669769552,1887
"Louis","M",791,19,0.779994280699332,1887
"Samuel","M",802,18,0.790841230241295,1887
"Clarence","M",892,17,0.879588999220992,1887
"Albert","M",1294,16,1.27599570066364,1887
"Fred","M",1454,15,1.4337695121831,1887
"Arthur","M",1489,14,1.46828253345298,1887
"Walter","M",1704,13,1.68029109268225,1887
"Harry","M",2057,12,2.02837956434706,1887
"Edward","M",2125,10,2.09543343424283,1887
"Robert","M",2125,11,2.09543343424283,1887
"Thomas","M",2151,9,2.12107167861475,1887
"Henry","M",2228,8,2.19700032540849,1887
"Joseph","M",2456,7,2.42182800682372,1887
"Frank","M",2883,6,2.84288686631628,1887
"Charles","M",4031,5,3.97491396396841,1887
"George","M",4284,4,4.22439380343355,1887
"James","M",4768,3,4.70165958327992,1887
"William","M",7470,2,7.36606482531481,1887
"John","M",8110,1,7.99716007139265,1887
"Edith","F",1453,29,0.813449631064483,1888
"Gertrude","F",1468,28,0.821847252857991,1888
"Rose","F",1590,27,0.890147910111856,1888
"Pearl","F",1591,26,0.890707751564757,1888
"Laura","F",1624,25,0.909182519510475,1888
"Carrie","F",1647,24,0.922058872927187,1888
"Lillian","F",1656,23,0.927097446003292,1888
"Edna","F",1687,22,0.944452531043208,1888
"Nellie","F",1736,21,0.971884762235335,1888
"Sarah","F",1755,20,0.982521749840445,1888
"Martha","F",1769,19,0.990359530181053,1888
"Ella","F",1774,18,0.993158737445555,1888
"Mabel","F",1830,17,1.02450985880799,1888
"Helen","F",1847,16,1.03402716350729,1888
"Grace","F",2090,15,1.17006863656213,1888
"Annie","F",2188,14,1.22493309894638,1888
"Alice","F",2202,13,1.23277087928699,1888
"Ida","F",2229,12,1.2478865985153,1888
"Clara","F",2230,11,1.2484464399682,1888
"Bessie","F",2278,10,1.27531882970743,1888
"Ethel","F",2374,9,1.32906360918588,1888
"Florence","F",2444,8,1.36825251088892,1888
"Bertha","F",2450,7,1.37161155960632,1888
"Minnie","F",2654,6,1.48581921599803,1888
"Margaret","F",2904,5,1.62577957922316,1888
"Emma","F",3087,4,1.72823056510396,1888
"Elizabeth","F",3224,3,1.80492884415134,1888
"Anna","F",4982,2,2.78913011835048,1888
"Mary","F",11754,1,6.58037643739293,1888
"Carl","M",675,29,0.558534405719392,1888
"Will","M",707,28,0.585013073842386,1888
"Ernest","M",766,27,0.633833118194155,1888
"Richard","M",772,26,0.638797868467216,1888
"Benjamin","M",781,25,0.646244993876808,1888
"Willie","M",786,24,0.650382285771026,1888
"Joe","M",789,23,0.652864660907556,1888
"Charlie","M",796,22,0.658656869559461,1888
"David","M",801,21,0.662794161453679,1888
"Roy","M",856,20,0.708304372290074,1888
"Louis","M",884,19,0.731473206897693,1888
"Samuel","M",931,18,0.77036375070334,1888
"Clarence","M",1022,17,0.845662463178102,1888
"Albert","M",1569,16,1.29828219640552,1888
"Fred","M",1665,15,1.3777182007745,1888
"Arthur","M",1710,14,1.41495382782246,1888
"Walter","M",2040,13,1.68801509284083,1888
"Thomas","M",2449,12,2.02644556978784,1888
"Edward","M",2470,11,2.04382219574355,1888
"Henry","M",2596,10,2.14808195147784,1888
"Harry","M",2759,9,2.28295766722934,1888
"Robert","M",2814,8,2.32846787806573,1888
"Joseph","M",2993,7,2.47658292787873,1888
"Frank","M",3459,6,2.86217853241982,1888
"Charles","M",4591,5,3.79886141727071,1888
"George","M",4912,4,4.06447555687949,1888
"James","M",5562,3,4.60232350312779,1888
"William","M",8705,2,7.20302518783305,1888
"John","M",9247,1,7.65150762916625,1888
"Edith","F",1523,29,0.853862283170559,1889
"Gertrude","F",1543,28,0.865075182489936,1889
"Carrie","F",1547,27,0.867317762353812,1889
"Rose","F",1550,26,0.868999697251718,1889
"Laura","F",1567,25,0.878530661673189,1889
"Pearl","F",1588,24,0.890304205958535,1889
"Lillian","F",1640,23,0.919457744188915,1889
"Ella","F",1647,22,0.923382258950697,1889
"Martha","F",1711,21,0.959263536772703,1889
"Sarah","F",1730,20,0.969915791126111,1889
"Nellie","F",1752,19,0.982249980377426,1889
"Edna","F",1815,18,1.01757061323346,1889
"Helen","F",1909,17,1.07027124003454,1889
"Mabel","F",1947,16,1.09157574874135,1889
"Grace","F",2049,15,1.14876153527017,1889
"Ida","F",2122,14,1.1896886177859,1889
"Annie","F",2123,13,1.19024926275187,1889
"Alice","F",2145,12,1.20258345200318,1889
"Bertha","F",2293,11,1.28555890696657,1889
"Clara","F",2319,10,1.30013567608176,1889
"Bessie","F",2343,9,1.31359115526502,1889
"Ethel","F",2463,8,1.38086855118128,1889
"Florence","F",2465,7,1.38198984111322,1889
"Minnie","F",2624,6,1.47113239070226,1889
"Emma","F",2884,5,1.61690008185417,1889
"Margaret","F",2917,4,1.63540136573114,1889
"Elizabeth","F",3058,3,1.71445230593275,1889
"Anna","F",5062,2,2.83798481773432,1889
"Mary","F",11648,1,6.53039256360517,1889
"Charlie","M",685,29,0.619461023693254,1889
"Earl","M",688,28,0.622173991680231,1889
"Carl","M",704,27,0.636643154277446,1889
"Willie","M",708,26,0.64026044492675,1889
"Joe","M",709,25,0.641164767589076,1889
"Richard","M",711,24,0.642973412913728,1889
"Ernest","M",736,23,0.665581479471876,1889
"David","M",757,22,0.68457225538072,1889
"Benjamin","M",760,21,0.687285223367698,1889
"Samuel","M",810,20,0.732501356483994,1889
"Louis","M",837,19,0.756918068366793,1889
"Roy","M",888,18,0.803038524145415,1889
"Clarence","M",984,17,0.889853499728703,1889
"Albert","M",1353,16,1.22354856212697,1889
"Fred","M",1554,15,1.40531741725448,1889
"Arthur","M",1668,14,1.50841020075963,1889
"Walter","M",1916,13,1.73268222101646,1889
"Thomas","M",2233,12,2.01935250497377,1889
"Henry","M",2286,11,2.06728160607705,1889
"Edward","M",2299,10,2.07903780068728,1889
"Robert","M",2513,9,2.27256285042503,1889
"Harry","M",2559,8,2.31416169289202,1889
"Joseph","M",2729,7,2.46789654548743,1889
"Frank","M",2975,6,2.69035992041961,1889
"Charles","M",4199,5,3.79725085910653,1889
"George","M",4430,4,4.00614939410382,1889
"James","M",5020,3,4.53969976487611,1889
"William","M",7772,2,7.02839573159703,1889
"John","M",8548,1,7.73015011756195,1889
"Carrie","F",1510,29,0.793163039652899,1890
"Marie","F",1563,28,0.82100253707118,1890
"Laura","F",1634,27,0.858296958140952,1890
"Gertrude","F",1713,26,0.899793567500276,1890
"Rose","F",1725,25,0.906096849934603,1890
"Pearl","F",1741,24,0.914501226513707,1890
"Ella","F",1758,23,0.923430876629005,1890
"Martha","F",1784,22,0.937087988570048,1890
"Sarah","F",1786,21,0.938138535642436,1890
"Nellie","F",1821,20,0.956523109409225,1890
"Lillian","F",1862,19,0.978059324393178,1890
"Edna","F",1973,18,1.03636468691071,1890
"Mabel","F",2058,17,1.0810129374872,1890
"Ida","F",2178,16,1.14404576183047,1890
"Annie","F",2220,15,1.16610725035062,1890
"Alice","F",2271,14,1.19289620069651,1890
"Grace","F",2278,13,1.19657311544987,1890
"Helen","F",2312,12,1.21443241568047,1890
"Bessie","F",2370,11,1.24489828077972,1890
"Bertha","F",2388,10,1.25435320443121,1890
"Clara","F",2496,9,1.31108274634016,1890
"Minnie","F",2650,8,1.39197487091403,1890
"Ethel","F",2718,7,1.42769347137522,1890
"Florence","F",2744,6,1.44135058331626,1890
"Emma","F",2980,5,1.56531513785804,1890
"Margaret","F",3100,4,1.62834796220132,1890
"Elizabeth","F",3112,3,1.63465124463564,1890
